Voltage	avgAbs_J	avgJ	avgCurrent	avgAbs_J	avgJ	avgCurrent	avgAbs_J	avgJ	avgCurrent	avgAbs_J	avgJ	avgCurrent	avgAbs_J	avgJ	avgCurrent	avgAbs_J	avgJ	avgCurrent	avgAbs_J	avgJ	avgCurrent
	YSR-1-25A			YSR-1-25B			YSR-1-25C			YSR-1-25D			YSR-1-25E			YSR-1-25F			YSR-1-25G		
0.3	4.542	4.542	1.76E-05	8.32E-07	2.44E-07	9.52E-13	19.376	11.625	4.51E-05	3.2158	1.9295	7.48E-06	5.8499	3.5099	1.36E-05	1.62E-06	8.29E-07	3.21E-12	26.123	15.674	6.08E-05
0.25	3.892	3.892	1.51E-05	7.23E-07	-4.34E-07	-1.68E-12	16.607	9.9639	3.87E-05	2.7555	1.6533	6.41E-06	5.0139	3.0084	1.17E-05	1.11E-06	-6.69E-07	-2.59E-12	22.398	13.439	5.21E-05
0.2	3.244	3.244	1.26E-05	3.51E-07	2.11E-08	8.10E-14	13.838	8.3029	3.22E-05	2.2956	1.3773	5.34E-06	4.1781	2.5068	9.72E-06	9.65E-07	3.85E-07	1.50E-12	18.661	11.197	4.34E-05
0.15	2.596	2.596	1.01E-05	4.48E-07	2.72E-08	1.05E-13	11.075	6.6452	2.58E-05	1.8368	1.1021	4.28E-06	3.3442	2.0065	7.78E-06	1.15E-06	4.77E-07	1.84E-12	14.93	8.9577	3.47E-05
0.1	1.95	1.95	7.56E-06	5.55E-07	-9.40E-08	-3.66E-13	8.3113	4.9868	1.93E-05	1.378	0.8268	3.21E-06	2.5096	1.5058	5.84E-06	2.27E-07	-1.04E-07	-4.03E-13	11.198	6.7188	2.60E-05
0.05	1.3	1.3	5.04E-06	4.35E-07	-1.46E-07	-5.65E-13	5.5441	3.3265	1.29E-05	0.91893	0.55136	2.14E-06	1.674	1.0044	3.90E-06	3.55E-07	-2.13E-07	-8.25E-13	7.4641	4.4785	1.74E-05
0	0.651	0.651	2.52E-06	3.54E-07	-1.70E-07	-6.60E-13	2.7757	1.6654	6.46E-06	0.45998	0.27599	1.07E-06	0.83813	0.50288	1.95E-06	4.81E-07	-2.88E-07	-1.12E-12	3.7352	2.2411	8.70E-06
-0.05	2.05E-05	2.05E-05	7.93E-11	5.35E-07	-3.21E-07	-1.24E-12	0.0004751	0.00028506	1.11E-09	4.53E-05	2.68E-05	1.04E-10	3.54E-05	2.11E-05	8.17E-11	3.28E-07	-1.97E-07	-7.63E-13	0.00028274	0.00016964	6.59E-10
-0.1	0.648	-0.648	-2.51E-06	2.96E-07	-1.73E-07	-6.69E-13	2.7622	-1.6573	-6.43E-06	0.45768	-0.27461	-1.06E-06	0.83423	-0.50054	-1.94E-06	2.81E-07	-1.68E-07	-6.52E-13	3.6947	-2.2168	-8.62E-06
-0.15	1.298	-1.298	-5.03E-06	7.35E-07	6.70E-08	2.57E-13	5.5305	-3.3183	-1.29E-05	0.91618	-0.54971	-2.13E-06	1.6702	-1.0021	-3.89E-06	4.20E-07	-1.66E-07	-6.47E-13	7.4268	-4.4561	-1.73E-05
-0.2	1.942	-1.942	-7.54E-06	4.24E-07	3.06E-08	1.18E-13	8.2981	-4.9789	-1.93E-05	1.3743	-0.82458	-3.20E-06	2.5059	-1.5036	-5.83E-06	4.32E-07	-1.28E-07	-4.99E-13	11.15	-6.6899	-2.60E-05
-0.25	2.592	-2.592	-1.01E-05	1.94E-07	1.44E-08	5.58E-14	11.062	-6.6375	-2.57E-05	1.8318	-1.0991	-4.26E-06	3.3406	-2.0044	-7.77E-06	3.51E-07	-1.69E-07	-6.55E-13	14.854	-8.9123	-3.46E-05
-0.3	3.238	-3.238	-1.26E-05	3.00E-07	-1.17E-07	-4.56E-13	13.826	-8.2953	-3.22E-05	2.289	-1.3734	-5.33E-06	4.175	-2.505	-9.72E-06	3.96E-07	-1.94E-07	-7.54E-13	18.565	-11.139	-4.32E-05
-0.35	3.884	-3.884	-1.51E-05	3.43E-07	-2.06E-07	-7.99E-13	16.594	-9.9563	-3.86E-05	2.7469	-1.6482	-6.39E-06	5.011	-3.0066	-1.17E-05	3.63E-07	-2.18E-07	-8.44E-13	22.279	-13.368	-5.18E-05
-0.4	4.528	-4.528	-1.76E-05	3.27E-07	-1.96E-07	-7.60E-13	19.363	-11.618	-4.51E-05	3.2049	-1.9229	-7.46E-06	5.8472	-3.5083	-1.36E-05	5.87E-07	-9.24E-08	-3.58E-13	26.006	-15.604	-6.05E-05
-0.45	5.176	-5.176	-2.01E-05	2.67E-07	-1.60E-07	-6.20E-13	22.133	-13.28	-5.15E-05	3.6628	-2.1977	-8.52E-06	6.6837	-4.0102	-1.55E-05	1.29E-06	-7.75E-07	-3.01E-12	29.745	-17.847	-6.92E-05
-0.5	5.82	-5.82	-2.26E-05	4.49E-07	-2.70E-07	-1.05E-12	24.896	-14.938	-5.79E-05	4.1202	-2.4721	-9.60E-06	7.5183	-4.511	-1.75E-05	4.74E-07	-2.84E-07	-1.10E-12	33.487	-20.092	-7.79E-05
-0.5	6.464	-6.464	-2.51E-05	2.01E-07	-1.20E-07	-4.67E-13	27.66	-16.596	-6.44E-05	4.5771	-2.7462	-1.06E-05	8.3532	-5.0119	-1.94E-05	4.69E-07	-2.82E-07	-1.09E-12	41.633	-24.98	-9.69E-05
-0.45	6.466	-6.466	-2.51E-05	1.62E-07	1.44E-08	5.57E-14	27.66	-16.596	-6.44E-05	4.577	-2.7462	-1.06E-05	8.3532	-5.0119	-1.94E-05	3.01E-07	-1.38E-07	-5.33E-13	41.448	-24.869	-9.65E-05
-0.4	5.82	-5.82	-2.26E-05	3.79E-07	2.18E-07	8.47E-13	24.895	-14.937	-5.79E-05	4.1197	-2.4718	-9.60E-06	7.5184	-4.511	-1.75E-05	1.23E-07	-1.55E-08	-5.98E-14	36.614	-21.968	-8.52E-05
-0.35	5.176	-5.176	-2.01E-05	2.55E-07	6.59E-08	2.55E-13	22.131	-13.279	-5.15E-05	3.6628	-2.1977	-8.50E-06	6.6838	-4.0103	-1.55E-05	1.01E-07	2.31E-08	8.94E-14	32.705	-19.623	-7.61E-05
-0.3	4.53	-4.53	-1.76E-05	1.58E-07	5.34E-08	2.07E-13	19.361	-11.617	-4.51E-05	3.2046	-1.9227	-7.46E-06	5.8474	-3.5084	-1.36E-05	2.85E-07	-1.03E-07	-4.00E-13	28.303	-16.982	-6.58E-05
-0.25	3.888	-3.888	-1.51E-05	3.69E-07	2.13E-07	8.25E-13	16.592	-9.9554	-3.86E-05	2.7467	-1.648	-6.39E-06	5.0112	-3.0067	-1.17E-05	2.10E-07	-1.71E-08	-6.58E-14	23.704	-14.223	-5.52E-05
-0.2	3.24	-3.24	-1.26E-05	1.82E-07	2.62E-08	1.01E-13	13.824	-8.2944	-3.22E-05	2.2888	-1.3733	-5.33E-06	4.1752	-2.5051	-9.72E-06	5.52E-07	3.31E-07	1.29E-12	19.5	-11.7	-4.54E-05
-0.15	2.594	-2.594	-1.01E-05	1.34E-07	6.38E-08	2.48E-13	11.061	-6.6366	-2.57E-05	1.8317	-1.099	-4.26E-06	3.3407	-2.0044	-7.77E-06	1.11E-07	6.67E-08	2.59E-13	15.383	-9.2297	-3.58E-05
-0.1	1.946	-1.946	-7.55E-06	9.95E-08	5.75E-08	2.23E-13	8.2966	-4.978	-1.93E-05	1.3742	-0.82454	-3.20E-06	2.506	-1.5036	-5.83E-06	1.54E-07	9.22E-08	3.57E-13	12.956	-7.7734	-3.02E-05
-0.05	1.298	-1.298	-5.03E-06	1.15E-07	5.30E-08	2.06E-13	5.5295	-3.3177	-1.29E-05	0.91616	-0.5497	-2.13E-06	1.6703	-1.0022	-3.89E-06	1.25E-07	7.48E-08	2.90E-13	8.7652	-5.2591	-2.04E-05
0	0.648	-0.648	-2.51E-06	1.53E-07	8.11E-08	3.15E-13	2.7616	-1.657	-6.43E-06	0.45769	-0.27461	-1.06E-06	0.83426	-0.50056	-1.94E-06	1.91E-07	1.15E-07	4.44E-13	4.4922	-2.6953	-1.05E-05
0	2.70E-05	2.70E-05	1.05E-10	1.70E-07	8.57E-08	3.32E-13	0.00012857	7.71E-05	2.98E-10	4.27E-05	2.56E-05	9.95E-11	1.64E-05	9.84E-06	3.82E-11	1.95E-07	1.17E-07	4.55E-13	0.00014026	8.42E-05	3.26E-10
