Group,Set,ID,V,AbsJ,J,I,t,R
4,7,B,-4.50E-01,5.48E-06,-5.48E-06,-2.12E-11,2.36E+02,2.12E+10
4,7,B,-4.00E-01,3.85E-06,-3.85E-06,-1.49E-11,2.37E+02,2.68E+10
4,7,B,-3.50E-01,2.32E-06,-2.32E-06,-8.98E-12,2.37E+02,3.90E+10
4,7,B,-3.00E-01,9.51E-07,-9.51E-07,-3.69E-12,2.38E+02,8.13E+10
4,7,B,-2.50E-01,5.07E-07,5.07E-07,1.97E-12,2.38E+02,-1.27E+11
4,7,B,-2.00E-01,1.86E-06,1.86E-06,7.22E-12,2.39E+02,-2.77E+10
4,7,B,-1.50E-01,3.15E-06,3.15E-06,1.22E-11,2.39E+02,-1.23E+10
4,7,B,-1.00E-01,4.55E-06,4.55E-06,1.76E-11,2.40E+02,-5.67E+09
4,7,B,-5.00E-02,5.77E-06,5.77E-06,2.24E-11,2.40E+02,-2.23E+09
4,7,B,0.00E+00,7.17E-06,7.17E-06,2.78E-11,2.41E+02,0.00E+00
4,7,C,0.00E+00,2.81E-07,2.81E-07,1.09E-12,0.00E+00,0.00E+00
4,7,C,5.00E-02,2.24E-06,2.24E-06,8.67E-12,5.23E-01,5.77E+09
4,7,C,1.00E-01,3.63E-06,3.63E-06,1.41E-11,1.05E+00,7.10E+09
4,7,C,1.50E-01,4.68E-06,4.68E-06,1.82E-11,1.57E+00,8.26E+09
4,7,C,2.00E-01,6.50E-06,6.50E-06,2.52E-11,2.09E+00,7.94E+09
4,7,C,2.50E-01,8.19E-06,8.19E-06,3.18E-11,2.62E+00,7.87E+09
4,7,C,3.00E-01,9.37E-06,9.37E-06,3.63E-11,3.14E+00,8.25E+09
4,7,C,3.50E-01,1.12E-05,1.12E-05,4.33E-11,3.66E+00,8.08E+09
4,7,C,4.00E-01,1.29E-05,1.29E-05,4.99E-11,4.19E+00,8.01E+09
4,7,C,4.50E-01,1.50E-05,1.50E-05,5.81E-11,4.71E+00,7.75E+09
4,7,C,5.00E-01,1.60E-05,1.60E-05,6.21E-11,5.23E+00,8.05E+09
4,7,C,5.00E-01,1.53E-05,1.53E-05,5.95E-11,5.84E+00,8.40E+09
4,7,C,4.50E-01,1.42E-05,1.42E-05,5.52E-11,6.74E+00,8.15E+09
4,7,C,4.00E-01,1.27E-05,1.27E-05,4.94E-11,7.26E+00,8.09E+09
4,7,C,3.50E-01,1.09E-05,1.09E-05,4.23E-11,7.78E+00,8.27E+09
4,7,C,3.00E-01,9.16E-06,9.16E-06,3.55E-11,8.31E+00,8.44E+09
4,7,C,2.50E-01,7.46E-06,7.46E-06,2.89E-11,8.83E+00,8.64E+09
4,7,C,2.00E-01,5.81E-06,5.81E-06,2.25E-11,9.35E+00,8.87E+09
4,7,C,1.50E-01,4.18E-06,4.18E-06,1.62E-11,9.88E+00,9.25E+09
4,7,C,1.00E-01,2.58E-06,2.58E-06,1.00E-11,1.04E+01,1.00E+10
4,7,C,5.00E-02,1.00E-06,1.00E-06,3.88E-12,1.09E+01,1.29E+10
4,7,C,0.00E+00,5.75E-07,-5.75E-07,-2.23E-12,1.14E+01,0.00E+00
4,7,C,-5.00E-02,1.87E-06,-1.87E-06,-7.26E-12,1.20E+01,6.89E+09
4,7,C,-1.00E-01,2.68E-06,-2.68E-06,-1.04E-11,1.25E+01,9.63E+09
4,7,C,-1.50E-01,5.31E-06,-5.31E-06,-2.06E-11,1.30E+01,7.29E+09
4,7,C,-2.00E-01,6.87E-06,-6.87E-06,-2.67E-11,1.35E+01,7.50E+09
4,7,C,-2.50E-01,8.41E-06,-8.41E-06,-3.26E-11,1.41E+01,7.66E+09
4,7,C,-3.00E-01,9.77E-06,-9.77E-06,-3.79E-11,1.46E+01,7.92E+09
4,7,C,-3.50E-01,1.12E-05,-1.12E-05,-4.35E-11,1.51E+01,8.04E+09
4,7,C,-4.00E-01,1.27E-05,-1.27E-05,-4.93E-11,1.56E+01,8.12E+09
4,7,C,-4.50E-01,1.42E-05,-1.42E-05,-5.50E-11,1.62E+01,8.19E+09
4,7,C,-5.00E-01,1.56E-05,-1.56E-05,-6.05E-11,1.67E+01,8.27E+09
4,7,C,-5.00E-01,1.54E-05,-1.54E-05,-5.98E-11,1.72E+01,8.36E+09
4,7,C,-4.50E-01,1.34E-05,-1.34E-05,-5.21E-11,1.77E+01,8.64E+09
4,7,C,-4.00E-01,1.16E-05,-1.16E-05,-4.50E-11,1.83E+01,8.88E+09
4,7,C,-3.50E-01,9.94E-06,-9.94E-06,-3.85E-11,1.88E+01,9.08E+09
4,7,C,-3.00E-01,8.28E-06,-8.28E-06,-3.21E-11,1.93E+01,9.34E+09
4,7,C,-2.50E-01,6.70E-06,-6.70E-06,-2.60E-11,1.98E+01,9.62E+09
4,7,C,-2.00E-01,5.14E-06,-5.14E-06,-1.99E-11,2.03E+01,1.00E+10
4,7,C,-1.50E-01,3.58E-06,-3.58E-06,-1.39E-11,2.09E+01,1.08E+10
4,7,C,-1.00E-01,2.08E-06,-2.08E-06,-8.05E-12,2.14E+01,1.24E+10
4,7,C,-5.00E-02,5.58E-07,-5.58E-07,-2.16E-12,2.19E+01,2.31E+10
4,7,C,0.00E+00,9.23E-07,9.23E-07,3.58E-12,2.24E+01,0.00E+00
4,7,C,0.00E+00,7.80E-07,7.80E-07,3.03E-12,2.30E+01,0.00E+00
4,7,C,5.00E-02,2.25E-06,2.25E-06,8.72E-12,2.35E+01,5.73E+09
4,7,C,1.00E-01,3.77E-06,3.77E-06,1.46E-11,2.40E+01,6.84E+09
4,7,C,1.50E-01,5.23E-06,5.23E-06,2.03E-11,2.45E+01,7.39E+09
4,7,C,2.00E-01,6.66E-06,6.66E-06,2.58E-11,2.51E+01,7.74E+09
4,7,C,2.50E-01,8.11E-06,8.11E-06,3.15E-11,2.56E+01,7.95E+09
4,7,C,3.00E-01,9.53E-06,9.53E-06,3.70E-11,2.61E+01,8.12E+09
4,7,C,3.50E-01,1.09E-05,1.09E-05,4.23E-11,2.66E+01,8.27E+09
4,7,C,4.00E-01,1.23E-05,1.23E-05,4.77E-11,2.72E+01,8.38E+09
4,7,C,4.50E-01,1.37E-05,1.37E-05,5.31E-11,2.77E+01,8.48E+09
4,7,C,5.00E-01,1.50E-05,1.50E-05,5.83E-11,2.82E+01,8.57E+09
4,7,C,5.00E-01,1.47E-05,1.47E-05,5.72E-11,2.87E+01,8.75E+09
4,7,C,4.50E-01,1.29E-05,1.29E-05,5.01E-11,2.92E+01,8.97E+09
4,7,C,4.00E-01,1.12E-05,1.12E-05,4.36E-11,2.98E+01,9.18E+09
4,7,C,3.50E-01,9.59E-06,9.59E-06,3.72E-11,3.03E+01,9.41E+09
4,7,C,3.00E-01,8.11E-06,8.11E-06,3.14E-11,3.08E+01,9.54E+09
4,7,C,2.50E-01,6.56E-06,6.56E-06,2.55E-11,3.13E+01,9.82E+09
4,7,C,2.00E-01,5.16E-06,5.16E-06,2.00E-11,3.19E+01,1.00E+10
4,7,C,1.50E-01,3.71E-06,3.71E-06,1.44E-11,3.24E+01,1.04E+10
4,7,C,1.00E-01,2.22E-06,2.22E-06,8.63E-12,3.29E+01,1.16E+10
4,7,C,5.00E-02,8.64E-07,8.64E-07,3.35E-12,3.34E+01,1.49E+10
4,7,C,0.00E+00,5.48E-07,-5.48E-07,-2.13E-12,3.40E+01,0.00E+00
4,7,C,-5.00E-02,1.94E-06,-1.94E-06,-7.54E-12,3.45E+01,6.63E+09
4,7,C,-1.00E-01,3.32E-06,-3.32E-06,-1.29E-11,3.50E+01,7.76E+09
4,7,C,-1.50E-01,4.69E-06,-4.69E-06,-1.82E-11,3.55E+01,8.24E+09
4,7,C,-2.00E-01,6.04E-06,-6.04E-06,-2.34E-11,3.60E+01,8.54E+09
4,7,C,-2.50E-01,7.40E-06,-7.40E-06,-2.87E-11,3.66E+01,8.71E+09
4,7,C,-3.00E-01,8.73E-06,-8.73E-06,-3.39E-11,3.71E+01,8.86E+09
4,7,C,-3.50E-01,1.01E-05,-1.01E-05,-3.91E-11,3.76E+01,8.95E+09
4,7,C,-4.00E-01,1.14E-05,-1.14E-05,-4.42E-11,3.81E+01,9.06E+09
4,7,C,-4.50E-01,1.27E-05,-1.27E-05,-4.92E-11,3.87E+01,9.14E+09
4,7,C,-5.00E-01,1.40E-05,-1.40E-05,-5.44E-11,3.92E+01,9.19E+09
4,7,C,-5.00E-01,1.37E-05,-1.37E-05,-5.31E-11,3.97E+01,9.41E+09
4,7,C,-4.50E-01,1.20E-05,-1.20E-05,-4.66E-11,4.02E+01,9.66E+09
4,7,C,-4.00E-01,1.04E-05,-1.04E-05,-4.02E-11,4.08E+01,9.96E+09
4,7,C,-3.50E-01,8.82E-06,-8.82E-06,-3.42E-11,4.13E+01,1.02E+10
4,7,C,-3.00E-01,7.36E-06,-7.36E-06,-2.85E-11,4.18E+01,1.05E+10
4,7,C,-2.50E-01,5.92E-06,-5.92E-06,-2.30E-11,4.23E+01,1.09E+10
4,7,C,-2.00E-01,4.55E-06,-4.55E-06,-1.76E-11,4.29E+01,1.13E+10
4,7,C,-1.50E-01,3.14E-06,-3.14E-06,-1.22E-11,4.34E+01,1.23E+10
4,7,C,-1.00E-01,1.76E-06,-1.76E-06,-6.82E-12,4.39E+01,1.47E+10
4,7,C,-5.00E-02,4.52E-07,-4.52E-07,-1.75E-12,4.44E+01,2.85E+10
4,7,C,0.00E+00,9.27E-07,9.27E-07,3.60E-12,4.49E+01,0.00E+00
4,7,C,0.00E+00,7.49E-07,7.49E-07,2.90E-12,4.55E+01,0.00E+00
4,7,C,5.00E-02,2.13E-06,2.13E-06,8.26E-12,4.60E+01,6.06E+09
4,7,C,1.00E-01,3.50E-06,3.50E-06,1.36E-11,4.65E+01,7.37E+09
4,7,C,1.50E-01,4.82E-06,4.82E-06,1.87E-11,4.70E+01,8.02E+09
4,7,C,2.00E-01,6.14E-06,6.14E-06,2.38E-11,4.76E+01,8.40E+09
4,7,C,2.50E-01,7.42E-06,7.42E-06,2.88E-11,4.81E+01,8.69E+09
4,7,C,3.00E-01,8.71E-06,8.71E-06,3.38E-11,4.86E+01,8.88E+09
4,7,C,3.50E-01,9.98E-06,9.98E-06,3.87E-11,4.91E+01,9.05E+09
4,7,C,4.00E-01,1.12E-05,1.12E-05,4.36E-11,4.97E+01,9.18E+09
4,7,C,4.50E-01,1.25E-05,1.25E-05,4.84E-11,5.02E+01,9.29E+09
4,7,C,5.00E-01,1.37E-05,1.37E-05,5.33E-11,5.07E+01,9.38E+09
4,7,C,5.00E-01,1.35E-05,1.35E-05,5.25E-11,5.12E+01,9.53E+09
4,7,C,4.50E-01,1.18E-05,1.18E-05,4.57E-11,5.18E+01,9.84E+09
4,7,C,4.00E-01,1.02E-05,1.02E-05,3.95E-11,5.23E+01,1.01E+10
4,7,C,3.50E-01,8.77E-06,8.77E-06,3.40E-11,5.28E+01,1.03E+10
4,7,C,3.00E-01,7.33E-06,7.33E-06,2.84E-11,5.33E+01,1.06E+10
4,7,C,2.50E-01,6.01E-06,6.01E-06,2.33E-11,5.38E+01,1.07E+10
4,7,C,2.00E-01,4.66E-06,4.66E-06,1.81E-11,5.44E+01,1.11E+10
4,7,C,1.50E-01,3.26E-06,3.26E-06,1.27E-11,5.49E+01,1.18E+10
4,7,C,1.00E-01,1.99E-06,1.99E-06,7.73E-12,5.54E+01,1.29E+10
4,7,C,5.00E-02,6.33E-07,6.33E-07,2.46E-12,5.59E+01,2.04E+10
4,7,C,0.00E+00,5.79E-07,-5.79E-07,-2.24E-12,5.65E+01,0.00E+00
4,7,C,-5.00E-02,1.85E-06,-1.85E-06,-7.18E-12,5.70E+01,6.96E+09
4,7,C,-1.00E-01,3.12E-06,-3.12E-06,-1.21E-11,5.75E+01,8.26E+09
4,7,C,-1.50E-01,4.37E-06,-4.37E-06,-1.69E-11,5.80E+01,8.85E+09
4,7,C,-2.00E-01,5.64E-06,-5.64E-06,-2.19E-11,5.86E+01,9.14E+09
4,7,C,-2.50E-01,6.86E-06,-6.86E-06,-2.66E-11,5.91E+01,9.40E+09
4,7,C,-3.00E-01,8.09E-06,-8.09E-06,-3.14E-11,5.96E+01,9.56E+09
4,7,C,-3.50E-01,9.32E-06,-9.32E-06,-3.61E-11,6.01E+01,9.69E+09
4,7,C,-4.00E-01,1.05E-05,-1.05E-05,-4.09E-11,6.07E+01,9.79E+09
4,7,C,-4.50E-01,1.18E-05,-1.18E-05,-4.56E-11,6.12E+01,9.87E+09
4,7,C,-5.00E-01,1.30E-05,-1.30E-05,-5.02E-11,6.17E+01,9.95E+09
4,7,C,-5.00E-01,1.28E-05,-1.28E-05,-4.96E-11,6.22E+01,1.01E+10
4,7,C,-4.50E-01,1.11E-05,-1.11E-05,-4.29E-11,6.27E+01,1.05E+10
4,7,C,-4.00E-01,9.56E-06,-9.56E-06,-3.71E-11,6.33E+01,1.08E+10
4,7,C,-3.50E-01,8.15E-06,-8.15E-06,-3.16E-11,6.38E+01,1.11E+10
4,7,C,-3.00E-01,6.81E-06,-6.81E-06,-2.64E-11,6.43E+01,1.14E+10
4,7,C,-2.50E-01,5.47E-06,-5.47E-06,-2.12E-11,6.48E+01,1.18E+10
4,7,C,-2.00E-01,4.12E-06,-4.12E-06,-1.60E-11,6.54E+01,1.25E+10
4,7,C,-1.50E-01,2.89E-06,-2.89E-06,-1.12E-11,6.59E+01,1.34E+10
4,7,C,-1.00E-01,1.62E-06,-1.62E-06,-6.28E-12,6.64E+01,1.59E+10
4,7,C,-5.00E-02,3.10E-07,-3.10E-07,-1.20E-12,6.69E+01,4.16E+10
4,7,C,0.00E+00,8.74E-07,8.74E-07,3.39E-12,6.75E+01,0.00E+00
4,7,C,0.00E+00,7.46E-07,7.46E-07,2.89E-12,6.80E+01,0.00E+00
4,7,C,5.00E-02,2.00E-06,2.00E-06,7.77E-12,6.85E+01,6.44E+09
4,7,C,1.00E-01,3.28E-06,3.28E-06,1.27E-11,6.90E+01,7.87E+09
4,7,C,1.50E-01,4.51E-06,4.51E-06,1.75E-11,6.96E+01,8.58E+09
4,7,C,2.00E-01,5.72E-06,5.72E-06,2.22E-11,7.01E+01,9.02E+09
4,7,C,2.50E-01,6.97E-06,6.97E-06,2.70E-11,7.06E+01,9.25E+09
4,7,C,3.00E-01,8.10E-06,8.10E-06,3.14E-11,7.11E+01,9.55E+09
4,7,C,3.50E-01,9.33E-06,9.33E-06,3.62E-11,7.16E+01,9.68E+09
4,7,C,4.00E-01,1.05E-05,1.05E-05,4.06E-11,7.22E+01,9.85E+09
4,7,C,4.50E-01,1.16E-05,1.16E-05,4.51E-11,7.27E+01,9.97E+09
4,7,C,5.00E-01,1.28E-05,1.28E-05,4.98E-11,7.32E+01,1.00E+10
4,7,C,5.00E-01,1.25E-05,1.25E-05,4.86E-11,7.37E+01,1.03E+10
4,7,C,4.50E-01,1.10E-05,1.10E-05,4.26E-11,7.43E+01,1.06E+10
4,7,C,4.00E-01,9.45E-06,9.45E-06,3.66E-11,7.48E+01,1.09E+10
4,7,C,3.50E-01,8.13E-06,8.13E-06,3.15E-11,7.53E+01,1.11E+10
4,7,C,3.00E-01,6.82E-06,6.82E-06,2.65E-11,7.58E+01,1.13E+10
4,7,C,2.50E-01,5.47E-06,5.47E-06,2.12E-11,7.64E+01,1.18E+10
4,7,C,2.00E-01,4.29E-06,4.29E-06,1.67E-11,7.69E+01,1.20E+10
4,7,C,1.50E-01,2.98E-06,2.98E-06,1.16E-11,7.74E+01,1.30E+10
4,7,C,1.00E-01,1.82E-06,1.82E-06,7.05E-12,7.79E+01,1.42E+10
4,7,C,5.00E-02,5.97E-07,5.97E-07,2.32E-12,7.84E+01,2.16E+10
4,7,C,0.00E+00,6.55E-07,-6.55E-07,-2.54E-12,7.90E+01,0.00E+00
4,7,C,-5.00E-02,1.79E-06,-1.79E-06,-6.95E-12,7.95E+01,7.19E+09
4,7,C,-1.00E-01,3.06E-06,-3.06E-06,-1.19E-11,8.00E+01,8.42E+09
4,7,C,-1.50E-01,4.17E-06,-4.17E-06,-1.62E-11,8.05E+01,9.28E+09
4,7,C,-2.00E-01,5.35E-06,-5.35E-06,-2.08E-11,8.11E+01,9.63E+09
4,7,C,-2.50E-01,6.51E-06,-6.51E-06,-2.53E-11,8.16E+01,9.90E+09
4,7,C,-3.00E-01,7.67E-06,-7.67E-06,-2.97E-11,8.21E+01,1.01E+10
4,7,C,-3.50E-01,8.84E-06,-8.84E-06,-3.43E-11,8.26E+01,1.02E+10
4,7,C,-4.00E-01,9.95E-06,-9.95E-06,-3.86E-11,8.32E+01,1.04E+10
4,7,C,-4.50E-01,1.11E-05,-1.11E-05,-4.32E-11,8.37E+01,1.04E+10
4,7,C,-5.00E-01,1.22E-05,-1.22E-05,-4.74E-11,8.42E+01,1.05E+10
4,7,C,-5.00E-01,1.20E-05,-1.20E-05,-4.67E-11,8.47E+01,1.07E+10
4,7,C,-4.50E-01,1.04E-05,-1.04E-05,-4.04E-11,8.53E+01,1.11E+10
4,7,C,-4.00E-01,8.97E-06,-8.97E-06,-3.48E-11,8.58E+01,1.15E+10
4,7,C,-3.50E-01,7.66E-06,-7.66E-06,-2.97E-11,8.63E+01,1.18E+10
4,7,C,-3.00E-01,6.34E-06,-6.34E-06,-2.46E-11,8.68E+01,1.22E+10
4,7,C,-2.50E-01,5.14E-06,-5.14E-06,-1.99E-11,8.73E+01,1.25E+10
4,7,C,-2.00E-01,3.88E-06,-3.88E-06,-1.51E-11,8.79E+01,1.33E+10
4,7,C,-1.50E-01,2.69E-06,-2.69E-06,-1.04E-11,8.84E+01,1.44E+10
4,7,C,-1.00E-01,1.50E-06,-1.50E-06,-5.81E-12,8.89E+01,1.72E+10
4,7,C,-5.00E-02,2.30E-07,-2.30E-07,-8.94E-13,8.94E+01,5.60E+10
4,7,C,0.00E+00,8.63E-07,8.63E-07,3.35E-12,9.00E+01,0.00E+00
4,7,C,0.00E+00,7.19E-07,7.19E-07,2.79E-12,9.05E+01,0.00E+00
4,7,C,5.00E-02,1.90E-06,1.90E-06,7.37E-12,9.10E+01,6.78E+09
4,7,C,1.00E-01,3.10E-06,3.10E-06,1.20E-11,9.15E+01,8.31E+09
4,7,C,1.50E-01,4.35E-06,4.35E-06,1.69E-11,9.21E+01,8.90E+09
4,7,C,2.00E-01,5.42E-06,5.42E-06,2.10E-11,9.26E+01,9.51E+09
4,7,C,2.50E-01,6.64E-06,6.64E-06,2.57E-11,9.31E+01,9.71E+09
4,7,C,3.00E-01,7.71E-06,7.71E-06,2.99E-11,9.36E+01,1.00E+10
4,7,C,3.50E-01,8.88E-06,8.88E-06,3.45E-11,9.42E+01,1.02E+10
4,7,C,4.00E-01,9.99E-06,9.99E-06,3.87E-11,9.47E+01,1.03E+10
4,7,C,4.50E-01,1.11E-05,1.11E-05,4.30E-11,9.52E+01,1.05E+10
4,7,C,5.00E-01,1.23E-05,1.23E-05,4.76E-11,9.57E+01,1.05E+10
4,7,C,5.00E-01,1.19E-05,1.19E-05,4.62E-11,9.62E+01,1.08E+10
4,7,C,4.50E-01,1.04E-05,1.04E-05,4.03E-11,9.68E+01,1.12E+10
4,7,C,4.00E-01,8.98E-06,8.98E-06,3.48E-11,9.73E+01,1.15E+10
4,7,C,3.50E-01,7.63E-06,7.63E-06,2.96E-11,9.78E+01,1.18E+10
4,7,C,3.00E-01,6.45E-06,6.45E-06,2.50E-11,9.83E+01,1.20E+10
4,7,C,2.50E-01,5.15E-06,5.15E-06,2.00E-11,9.89E+01,1.25E+10
4,7,C,2.00E-01,4.03E-06,4.03E-06,1.56E-11,9.94E+01,1.28E+10
4,7,C,1.50E-01,2.80E-06,2.80E-06,1.08E-11,9.99E+01,1.38E+10
4,7,C,1.00E-01,1.61E-06,1.61E-06,6.25E-12,1.00E+02,1.60E+10
4,7,C,5.00E-02,5.36E-07,5.36E-07,2.08E-12,1.01E+02,2.40E+10
4,7,C,0.00E+00,7.33E-07,-7.33E-07,-2.84E-12,1.01E+02,0.00E+00
4,7,C,-5.00E-02,1.78E-06,-1.78E-06,-6.92E-12,1.02E+02,7.22E+09
4,7,C,-1.00E-01,2.97E-06,-2.97E-06,-1.15E-11,1.03E+02,8.68E+09
4,7,C,-1.50E-01,4.05E-06,-4.05E-06,-1.57E-11,1.03E+02,9.55E+09
4,7,C,-2.00E-01,5.18E-06,-5.18E-06,-2.01E-11,1.04E+02,9.96E+09
4,7,C,-2.50E-01,6.33E-06,-6.33E-06,-2.45E-11,1.04E+02,1.02E+10
4,7,C,-3.00E-01,7.36E-06,-7.36E-06,-2.85E-11,1.05E+02,1.05E+10
4,7,C,-3.50E-01,8.53E-06,-8.53E-06,-3.31E-11,1.05E+02,1.06E+10
4,7,C,-4.00E-01,9.57E-06,-9.57E-06,-3.71E-11,1.06E+02,1.08E+10
4,7,C,-4.50E-01,1.07E-05,-1.07E-05,-4.17E-11,1.06E+02,1.08E+10
4,7,C,-5.00E-01,1.18E-05,-1.18E-05,-4.58E-11,1.07E+02,1.09E+10
4,7,C,-5.00E-01,1.15E-05,-1.15E-05,-4.47E-11,1.07E+02,1.12E+10
4,7,C,-4.50E-01,9.99E-06,-9.99E-06,-3.88E-11,1.08E+02,1.16E+10
4,7,C,-4.00E-01,8.57E-06,-8.57E-06,-3.32E-11,1.08E+02,1.20E+10
4,7,C,-3.50E-01,7.34E-06,-7.34E-06,-2.85E-11,1.09E+02,1.23E+10
4,7,C,-3.00E-01,6.11E-06,-6.11E-06,-2.37E-11,1.09E+02,1.27E+10
4,7,C,-2.50E-01,4.86E-06,-4.86E-06,-1.89E-11,1.10E+02,1.33E+10
4,7,C,-2.00E-01,3.73E-06,-3.73E-06,-1.45E-11,1.10E+02,1.38E+10
4,7,C,-1.50E-01,2.49E-06,-2.49E-06,-9.66E-12,1.11E+02,1.55E+10
4,7,C,-1.00E-01,1.41E-06,-1.41E-06,-5.47E-12,1.11E+02,1.83E+10
4,7,C,-5.00E-02,2.37E-07,-2.37E-07,-9.19E-13,1.12E+02,5.44E+10
4,7,C,0.00E+00,9.18E-07,9.18E-07,3.56E-12,1.12E+02,0.00E+00
4,7,C,0.00E+00,6.57E-07,6.57E-07,2.55E-12,1.13E+02,0.00E+00
4,7,C,5.00E-02,1.90E-06,1.90E-06,7.36E-12,1.14E+02,6.80E+09
4,7,C,1.00E-01,3.00E-06,3.00E-06,1.16E-11,1.14E+02,8.60E+09
4,7,C,1.50E-01,4.18E-06,4.18E-06,1.62E-11,1.15E+02,9.25E+09
4,7,C,2.00E-01,5.25E-06,5.25E-06,2.04E-11,1.15E+02,9.82E+09
4,7,C,2.50E-01,6.30E-06,6.30E-06,2.44E-11,1.16E+02,1.02E+10
4,7,C,3.00E-01,7.47E-06,7.47E-06,2.90E-11,1.16E+02,1.04E+10
4,7,C,3.50E-01,8.48E-06,8.48E-06,3.29E-11,1.17E+02,1.06E+10
4,7,C,4.00E-01,9.62E-06,9.62E-06,3.73E-11,1.17E+02,1.07E+10
4,7,C,4.50E-01,1.06E-05,1.06E-05,4.11E-11,1.18E+02,1.09E+10
4,7,C,5.00E-01,1.17E-05,1.17E-05,4.54E-11,1.18E+02,1.10E+10
4,7,C,5.00E-01,1.15E-05,1.15E-05,4.45E-11,1.19E+02,1.12E+10
4,7,C,4.50E-01,9.88E-06,9.88E-06,3.83E-11,1.19E+02,1.17E+10
4,7,C,4.00E-01,8.57E-06,8.57E-06,3.32E-11,1.20E+02,1.20E+10
4,7,C,3.50E-01,7.28E-06,7.28E-06,2.82E-11,1.20E+02,1.24E+10
4,7,C,3.00E-01,6.07E-06,6.07E-06,2.36E-11,1.21E+02,1.27E+10
4,7,C,2.50E-01,4.95E-06,4.95E-06,1.92E-11,1.21E+02,1.30E+10
4,7,C,2.00E-01,3.72E-06,3.72E-06,1.44E-11,1.22E+02,1.39E+10
4,7,C,1.50E-01,2.66E-06,2.66E-06,1.03E-11,1.22E+02,1.45E+10
4,7,C,1.00E-01,1.46E-06,1.46E-06,5.67E-12,1.23E+02,1.76E+10
4,7,C,5.00E-02,3.72E-07,3.72E-07,1.44E-12,1.23E+02,3.46E+10
4,7,C,0.00E+00,6.97E-07,-6.97E-07,-2.70E-12,1.24E+02,0.00E+00
4,7,C,-5.00E-02,1.85E-06,-1.85E-06,-7.17E-12,1.25E+02,6.97E+09
4,7,C,-1.00E-01,2.87E-06,-2.87E-06,-1.11E-11,1.25E+02,8.99E+09
4,7,C,-1.50E-01,4.02E-06,-4.02E-06,-1.56E-11,1.26E+02,9.63E+09
4,7,C,-2.00E-01,5.00E-06,-5.00E-06,-1.94E-11,1.26E+02,1.03E+10
4,7,C,-2.50E-01,6.12E-06,-6.12E-06,-2.37E-11,1.27E+02,1.05E+10
4,7,C,-3.00E-01,7.21E-06,-7.21E-06,-2.79E-11,1.27E+02,1.07E+10
4,7,C,-3.50E-01,8.19E-06,-8.19E-06,-3.18E-11,1.28E+02,1.10E+10
4,7,C,-4.00E-01,9.33E-06,-9.33E-06,-3.62E-11,1.28E+02,1.11E+10
4,7,C,-4.50E-01,1.03E-05,-1.03E-05,-4.00E-11,1.29E+02,1.13E+10
4,7,C,-5.00E-01,1.15E-05,-1.15E-05,-4.44E-11,1.29E+02,1.13E+10
4,7,C,-5.00E-01,1.12E-05,-1.12E-05,-4.33E-11,1.30E+02,1.16E+10
4,7,C,-4.50E-01,9.61E-06,-9.61E-06,-3.73E-11,1.30E+02,1.21E+10
4,7,C,-4.00E-01,8.29E-06,-8.29E-06,-3.21E-11,1.31E+02,1.24E+10
4,7,C,-3.50E-01,7.01E-06,-7.01E-06,-2.72E-11,1.31E+02,1.29E+10
4,7,C,-3.00E-01,5.88E-06,-5.88E-06,-2.28E-11,1.32E+02,1.31E+10
4,7,C,-2.50E-01,4.72E-06,-4.72E-06,-1.83E-11,1.32E+02,1.37E+10
4,7,C,-2.00E-01,3.52E-06,-3.52E-06,-1.36E-11,1.33E+02,1.47E+10
4,7,C,-1.50E-01,2.46E-06,-2.46E-06,-9.56E-12,1.33E+02,1.57E+10
4,7,C,-1.00E-01,1.28E-06,-1.28E-06,-4.96E-12,1.34E+02,2.02E+10
4,7,C,-5.00E-02,2.14E-07,-2.14E-07,-8.31E-13,1.34E+02,6.02E+10
4,7,C,0.00E+00,8.70E-07,8.70E-07,3.38E-12,1.35E+02,0.00E+00
4,7,C,0.00E+00,6.73E-07,6.73E-07,2.61E-12,1.36E+02,0.00E+00
4,7,C,5.00E-02,1.79E-06,1.79E-06,6.93E-12,1.36E+02,7.22E+09
4,7,C,1.00E-01,2.99E-06,2.99E-06,1.16E-11,1.37E+02,8.64E+09
4,7,C,1.50E-01,4.00E-06,4.00E-06,1.55E-11,1.37E+02,9.67E+09
4,7,C,2.00E-01,5.11E-06,5.11E-06,1.98E-11,1.38E+02,1.01E+10
4,7,C,2.50E-01,6.14E-06,6.14E-06,2.38E-11,1.38E+02,1.05E+10
4,7,C,3.00E-01,7.16E-06,7.16E-06,2.78E-11,1.39E+02,1.08E+10
4,7,C,3.50E-01,8.30E-06,8.30E-06,3.22E-11,1.39E+02,1.09E+10
4,7,C,4.00E-01,9.26E-06,9.26E-06,3.59E-11,1.40E+02,1.11E+10
4,7,C,4.50E-01,1.04E-05,1.04E-05,4.02E-11,1.40E+02,1.12E+10
4,7,C,5.00E-01,1.14E-05,1.14E-05,4.42E-11,1.41E+02,1.13E+10
4,7,C,5.00E-01,1.10E-05,1.10E-05,4.29E-11,1.41E+02,1.17E+10
4,7,C,4.50E-01,9.61E-06,9.61E-06,3.73E-11,1.42E+02,1.21E+10
4,7,C,4.00E-01,8.27E-06,8.27E-06,3.21E-11,1.42E+02,1.25E+10
