voltage_YSR_1_31B	absJ_YSR_1_31B	J_YSR_1_31B	current_YSR_1_31B	time_YSR_1_31B
1.000000E-1	8.315364E-6	8.315364E-6	3.225122E-11	1.581250E+2
5.000000E-2	6.967733E-6	6.967733E-6	2.702442E-11	1.586484E+2
0.000000E+0	5.601092E-6	5.601092E-6	2.172389E-11	1.591719E+2
-5.000000E-2	4.332969E-6	4.332969E-6	1.680546E-11	1.596963E+2
-1.000000E-1	2.941308E-6	2.941308E-6	1.140789E-11	1.602197E+2
-1.500000E-1	1.701427E-6	1.701427E-6	6.598999E-12	1.607432E+2
-2.000000E-1	3.540768E-7	3.540768E-7	1.373290E-12	1.612666E+2
-2.500000E-1	9.741766E-7	-9.741766E-7	-3.778353E-12	1.617900E+2
-3.000000E-1	2.178884E-6	-2.178884E-6	-8.450823E-12	1.623135E+2
-3.500000E-1	3.592687E-6	-3.592687E-6	-1.393427E-11	1.628369E+2
-4.000000E-1	4.782391E-6	-4.782391E-6	-1.854855E-11	1.633604E+2
-4.500000E-1	6.158768E-6	-6.158768E-6	-2.388684E-11	1.638838E+2
-5.000000E-1	7.444058E-6	-7.444058E-6	-2.887185E-11	1.644072E+2
-5.000000E-1	7.127612E-6	-7.127612E-6	-2.764451E-11	1.649307E+2
-4.500000E-1	5.311569E-6	-5.311569E-6	-2.060097E-11	1.654541E+2
-4.000000E-1	3.654749E-6	-3.654749E-6	-1.417498E-11	1.659775E+2
-3.500000E-1	2.161301E-6	-2.161301E-6	-8.382628E-12	1.665010E+2
-3.000000E-1	7.038851E-7	-7.038851E-7	-2.730025E-12	1.670244E+2
-2.500000E-1	7.814659E-7	7.814659E-7	3.030923E-12	1.675479E+2
-2.000000E-1	2.093503E-6	2.093503E-6	8.119672E-12	1.680713E+2
-1.500000E-1	3.546502E-6	3.546502E-6	1.375514E-11	1.685947E+2
-1.000000E-1	4.845650E-6	4.845650E-6	1.879390E-11	1.691182E+2
-5.000000E-2	6.163811E-6	6.163811E-6	2.390640E-11	1.696416E+2
0.000000E+0	7.555248E-6	7.555248E-6	2.930310E-11	1.701650E+2
0.000000E+0	7.207346E-6	7.207346E-6	2.795376E-11	1.706885E+2
5.000000E-2	8.673105E-6	8.673105E-6	3.363872E-11	1.712119E+2
1.000000E-1	1.001388E-5	1.001388E-5	3.883892E-11	1.717354E+2
1.500000E-1	1.136523E-5	1.136523E-5	4.408014E-11	1.722588E+2
2.000000E-1	1.273187E-5	1.273187E-5	4.938068E-11	1.727822E+2
2.500000E-1	1.394139E-5	1.394139E-5	5.407183E-11	1.733057E+2
3.000000E-1	1.532659E-5	1.532659E-5	5.944431E-11	1.738291E+2
3.500000E-1	1.484349E-5	1.484349E-5	5.757061E-11	1.744355E+2
4.000000E-1	1.641871E-5	1.641871E-5	6.368014E-11	1.753301E+2
4.500000E-1	1.737359E-5	1.737359E-5	6.738365E-11	1.759365E+2
5.000000E-1	1.759013E-5	1.759013E-5	6.822348E-11	1.768320E+2
5.000000E-1	1.858876E-5	1.858876E-5	7.209666E-11	1.774375E+2
4.500000E-1	1.679263E-5	1.679263E-5	6.513039E-11	1.783330E+2
